Job_ID,Operation:First,Operation:Middle,Operation:Later,Operation:Last,ProcessTime:Short,ProcessTime:Middle,ProcessTime:Long,RemainingTime:Short,RemainingTime:Middle,RemainingTime:Long,MachineLoadlight,MachineLoadHeavy,Priority,Operation,ProcessTime,ReaminingTime,MachineLoadLight,MachineLoadHeavy
12,0,1,0,0,0,0,1,1,0,0,4,1,1,5,11,19,4,1
8,0,0,1,0,0,1,0,1,0,0,2,2,2,6,3,20,2,2
7,0,0,1,0,0,0,1,1,0,0,2,2,5,6,7,20,2,2
3,0,0,1,0,0,0,1,0,1,0,4,1,2,7,13,20,4,1
5,0,0,1,0,1,0,0,0,1,0,1,2,6,7,2,21,1,2
9,0,0,1,0,1,0,0,0,1,0,2,0,4,8,1,22,2,0
5,0,0,1,0,1,0,0,0,1,0,2,2,6,6,1,23,2,2
9,0,0,1,0,1,0,0,0,1,0,0,1,4,7,2,23,0,1
11,0,0,1,0,1,0,0,0,1,0,1,2,4,8,2,23,1,2
4,0,0,1,0,0,1,0,0,1,0,1,3,3,8,3,23,1,3
8,0,1,0,0,0,0,1,0,1,0,3,2,2,5,10,23,3,2
1,0,0,1,0,1,0,0,0,1,0,0,1,6,7,2,24,0,1
5,0,1,0,0,0,0,1,0,1,0,4,1,5,5,13,24,4,1
9,0,0,1,0,0,1,0,0,1,0,2,2,4,6,3,25,2,2
11,0,0,1,0,0,1,0,0,1,0,1,1,4,7,3,25,1,1
1,0,0,1,0,1,0,0,0,1,0,1,2,6,6,2,26,1,2
4,0,0,1,0,1,0,0,0,1,0,0,1,3,7,2,26,0,1
7,0,1,0,0,0,0,1,0,1,0,0,2,5,5,15,27,0,2
4,0,0,1,0,1,0,0,0,1,0,2,2,3,6,1,28,2,2
1,0,1,0,0,0,1,0,0,1,0,0,2,6,5,3,28,0,2
9,0,1,0,0,0,0,1,0,1,0,0,2,4,5,15,28,0,2
11,0,0,1,0,0,0,1,0,1,0,1,0,4,6,17,28,1,0
13,0,0,1,0,0,1,0,0,1,0,1,3,2,6,3,29,1,3
4,0,1,0,0,0,0,1,0,1,0,0,2,3,5,13,29,0,2
6,0,1,0,0,0,0,1,0,1,0,4,1,1,5,13,29,4,1
14,0,0,1,0,0,1,0,0,1,0,0,1,5,8,2,30,0,1
2,0,1,0,0,0,0,1,0,1,0,4,1,3,5,11,30,4,1
12,0,1,0,0,0,0,1,0,1,0,1,0,1,4,17,30,1,0
1,0,1,0,0,1,0,0,0,1,0,2,2,6,4,1,31,2,2
1,0,1,0,0,0,1,0,0,1,0,1,3,6,3,3,32,1,3
10,0,0,1,0,0,1,0,0,1,0,0,2,3,7,6,32,0,2
14,0,0,1,0,0,0,1,0,1,0,0,2,5,7,13,32,0,2
13,0,1,0,0,0,0,1,0,1,0,0,2,1,5,15,32,0,2
15,0,0,1,0,0,0,1,0,1,0,1,0,6,6,17,32,1,0
3,0,0,1,0,1,0,0,0,1,0,0,3,2,6,2,33,0,3
8,0,1,0,0,0,0,1,0,1,0,0,2,2,4,15,33,0,2
1,0,1,0,0,0,1,0,0,1,0,2,0,6,2,5,35,2,0
3,0,1,0,0,0,1,0,0,1,0,2,2,2,5,7,35,2,2
5,0,1,0,0,0,0,1,0,1,0,1,3,5,4,11,37,1,3
10,0,0,1,0,0,1,0,0,1,0,2,0,3,6,5,38,2,0
1,1,0,0,0,0,1,0,0,1,0,1,3,6,1,5,40,1,3
2,0,1,0,0,0,0,1,0,1,0,3,2,3,4,14,41,3,2
4,0,1,0,0,0,1,0,0,1,0,2,2,3,4,3,42,2,2
3,0,1,0,0,0,1,0,0,1,0,0,2,2,4,6,42,0,2
6,0,1,0,0,0,0,1,0,1,0,1,3,1,4,11,42,1,3
7,0,1,0,0,0,0,1,0,1,0,1,0,5,4,17,42,1,0
9,0,1,0,0,1,0,0,0,1,0,0,3,4,4,2,43,0,3
10,0,1,0,0,0,1,0,0,1,0,2,2,3,5,3,43,2,2
9,0,1,0,0,0,1,0,0,1,0,1,3,4,3,3,45,1,3
14,0,0,1,0,0,1,0,0,1,0,2,0,5,6,5,45,2,0
11,0,1,0,0,0,1,0,0,1,0,0,2,4,5,6,45,0,2
4,0,1,0,0,0,0,1,0,1,0,4,1,3,3,13,45,4,1
10,0,1,0,0,0,0,1,0,1,0,4,1,3,4,18,46,4,1
13,0,1,0,0,0,1,0,0,1,0,2,2,1,4,2,47,2,2
12,0,1,0,0,0,1,0,0,1,0,1,3,1,3,3,47,1,3
5,0,1,0,0,1,0,0,0,1,0,0,1,5,3,2,48,0,1
3,0,1,0,0,0,1,0,0,0,1,2,0,2,3,5,48,2,0
9,0,1,0,0,0,0,1,0,0,1,3,2,4,2,10,48,3,2
8,0,1,0,0,0,0,1,0,0,1,1,3,2,3,15,48,1,3
13,0,1,0,0,0,1,0,0,0,1,2,0,1,3,5,49,2,0
15,0,1,0,0,0,0,1,0,0,1,1,3,6,5,16,49,1,3
5,0,1,0,0,1,0,0,0,0,1,0,3,5,2,2,50,0,3
12,0,1,0,0,1,0,0,0,0,1,1,2,1,2,2,50,1,2
14,0,1,0,0,0,1,0,0,0,1,0,2,5,5,6,50,0,2
11,0,1,0,0,0,1,0,0,0,1,2,0,4,4,5,51,2,0
12,1,0,0,0,0,1,0,0,0,1,2,2,1,1,3,52,2,2
5,1,0,0,0,0,0,1,0,0,1,0,2,5,1,13,52,0,2
3,0,1,0,0,1,0,0,0,0,1,2,2,2,2,1,53,2,2
6,0,1,0,0,0,1,0,0,0,1,2,0,1,3,5,53,2,0
13,0,1,0,0,0,1,0,0,0,1,0,1,1,2,2,54,0,1
3,1,0,0,0,0,1,0,0,0,1,1,1,2,1,3,54,1,1
2,0,1,0,0,1,0,0,0,0,1,2,0,3,3,1,55,2,0
14,0,1,0,0,1,0,0,0,0,1,2,2,5,4,1,56,2,2
11,0,1,0,0,0,1,0,0,0,1,1,3,4,3,3,56,1,3
13,1,0,0,0,0,0,1,0,0,1,3,2,1,1,10,56,3,2
2,0,1,0,0,0,0,1,0,0,1,1,0,3,2,17,56,1,0
14,0,1,0,0,1,0,0,0,0,1,2,0,5,3,1,57,2,0
14,0,1,0,0,0,1,0,0,0,1,1,2,5,2,2,58,1,2
4,0,1,0,0,0,1,0,0,0,1,1,1,3,2,5,58,1,1
6,0,1,0,0,0,0,1,0,0,1,0,2,1,2,13,58,0,2
9,1,0,0,0,0,0,1,0,0,1,1,0,4,1,17,58,1,0
7,0,1,0,0,1,0,0,0,0,1,2,0,5,3,1,59,2,0
11,0,1,0,0,1,0,0,0,0,1,0,3,4,2,2,59,0,3
7,0,1,0,0,0,1,0,0,0,1,2,2,5,2,3,60,2,2
14,1,0,0,0,0,1,0,0,0,1,1,3,5,1,3,60,1,3
11,1,0,0,0,1,0,0,0,0,1,2,0,4,1,1,61,2,0
4,1,0,0,0,0,1,0,0,0,1,2,0,3,1,5,63,2,0
7,1,0,0,0,0,0,1,0,0,1,3,2,5,1,10,63,3,2
8,0,1,0,0,0,0,1,0,0,1,1,0,2,2,17,63,1,0
10,0,1,0,0,1,0,0,0,0,1,1,2,3,3,2,64,1,2
15,0,1,0,0,0,1,0,0,0,1,1,3,6,4,5,65,1,3
10,0,1,0,0,0,0,1,0,0,1,0,2,3,2,15,66,0,2
15,0,1,0,0,0,0,1,0,0,1,0,2,6,3,13,70,0,2
6,1,0,0,0,1,0,0,0,0,1,2,0,1,1,1,71,2,0
2,1,0,0,0,0,1,0,0,0,1,1,3,3,1,3,73,1,3
8,1,0,0,0,1,0,0,0,0,1,0,3,2,1,2,80,0,3
10,1,0,0,0,0,0,1,0,0,1,1,0,3,1,17,81,1,0
15,0,1,0,0,0,1,0,0,0,1,0,2,6,2,3,83,0,2
15,1,0,0,0,0,1,0,0,0,1,3,2,6,1,5,86,3,2
Job_ID,Operation:First,Operation:Middle,Operation:Later,Operation:Last,ProcessTime:Short,ProcessTime:Middle,ProcessTime:Long,RemainingTime:Short,RemainingTime:Middle,RemainingTime:Long,MachineLoadlight,MachineLoadHeavy,Priority,Operation,ProcessTime,ReaminingTime,MachineLoadLight,MachineLoadHeavy
3,0,0,0,1,1,0,0,1,0,0,2,0,5,10,1,0,2,0
12,0,0,0,1,1,0,0,1,0,0,2,0,2,10,1,0,2,0
15,0,0,0,1,1,0,0,1,0,0,2,2,3,10,1,0,2,2
1,0,0,0,1,1,0,0,1,0,0,0,3,4,10,2,0,0,3
2,0,0,0,1,1,0,0,1,0,0,0,3,4,10,2,0,0,3
7,0,0,0,1,1,0,0,1,0,0,0,3,1,10,2,0,0,3
4,0,0,0,1,0,1,0,1,0,0,0,2,3,10,3,0,0,2
8,0,0,0,1,0,1,0,1,0,0,1,1,1,10,3,0,1,1
13,0,0,0,1,0,1,0,1,0,0,2,2,6,10,3,0,2,2
5,0,0,0,1,0,1,0,1,0,0,3,2,6,10,5,0,3,2
6,0,0,0,1,0,1,0,1,0,0,1,1,6,10,5,0,1,1
9,0,0,0,1,0,1,0,1,0,0,1,3,2,10,5,0,1,3
10,0,0,0,1,0,1,0,1,0,0,3,2,5,10,5,0,3,2
11,0,0,0,1,0,0,1,1,0,0,4,1,4,10,13,0,4,1
14,0,0,0,1,0,0,1,1,0,0,1,0,2,10,17,0,1,0
12,0,0,1,0,0,1,0,1,0,0,1,3,2,9,5,1,1,3
15,0,0,1,0,0,1,0,1,0,0,2,0,3,9,5,1,2,0
3,0,0,1,0,0,0,1,1,0,0,1,0,5,9,17,1,1,0
2,0,0,1,0,0,1,0,1,0,0,2,2,4,9,3,2,2,2
7,0,0,1,0,0,1,0,1,0,0,2,0,1,9,5,2,2,0
1,0,0,1,0,0,0,1,1,0,0,3,2,4,9,10,2,3,2
13,0,0,1,0,0,1,0,1,0,0,0,2,6,9,3,3,0,2
8,0,0,1,0,0,1,0,1,0,0,2,0,1,9,5,3,2,0
4,0,0,1,0,0,0,1,1,0,0,1,0,3,9,17,3,1,0
2,0,0,1,0,1,0,0,1,0,0,2,2,4,8,1,5,2,2
5,0,0,1,0,0,1,0,1,0,0,1,1,6,9,3,5,1,1
6,0,0,1,0,0,1,0,1,0,0,0,2,6,9,3,5,0,2
10,0,0,1,0,0,1,0,1,0,0,1,3,5,9,3,5,1,3
9,0,0,1,0,0,0,1,1,0,0,4,1,2,9,13,5,4,1
15,0,0,1,0,0,1,0,1,0,0,1,2,3,8,2,6,1,2
12,0,0,1,0,0,1,0,1,0,0,1,1,2,8,5,6,1,1
2,0,0,1,0,0,0,1,1,0,0,1,3,4,7,11,6,1,3
13,0,0,1,0,0,0,1,1,0,0,4,1,6,8,13,6,4,1
7,0,0,1,0,0,0,1,1,0,0,4,1,1,8,11,7,4,1
8,0,0,1,0,1,0,0,1,0,0,2,0,1,8,1,8,2,0
10,0,0,1,0,1,0,0,1,0,0,0,3,5,8,2,8,0,3
5,0,0,1,0,0,1,0,1,0,0,0,2,6,8,3,8,0,2
6,0,0,1,0,0,1,0,1,0,0,1,3,6,8,5,8,1,3
15,0,0,1,0,0,0,1,1,0,0,4,1,3,7,11,8,4,1
8,0,0,1,0,0,0,1,1,0,0,4,1,1,7,13,9,4,1
10,0,0,1,0,0,1,0,1,0,0,0,2,5,7,3,10,0,2
5,0,0,1,0,1,0,0,1,0,0,1,2,6,7,2,11,1,2
12,0,0,1,0,0,1,0,1,0,0,0,1,2,7,2,11,0,1
1,0,0,1,0,0,0,1,1,0,0,1,0,4,8,17,12,1,0
12,0,0,1,0,0,1,0,1,0,0,0,3,2,6,2,13,0,3
6,0,0,1,0,0,1,0,1,0,0,2,2,6,7,3,13,2,2
10,0,0,1,0,0,1,0,1,0,0,2,0,5,6,5,13,2,0
5,0,0,1,0,0,0,1,1,0,0,2,2,6,6,7,13,2,2
11,0,0,1,0,0,0,1,1,0,0,3,2,4,9,10,13,3,2
12,0,1,0,0,0,0,1,1,0,0,4,1,2,5,18,15,4,1
6,0,0,1,0,0,0,1,1,0,0,3,2,6,6,10,16,3,2
14,0,0,1,0,0,0,1,1,0,0,4,1,2,9,13,17,4,1
2,0,0,1,0,0,0,1,1,0,0,0,2,4,6,15,17,0,2
9,0,0,1,0,1,0,0,1,0,0,2,0,2,8,1,18,2,0
3,0,0,1,0,1,0,0,0,1,0,1,2,5,8,2,18,1,2
7,0,0,1,0,1,0,0,0,1,0,0,1,1,7,2,18,0,1
10,0,1,0,0,0,1,0,0,1,0,2,2,5,5,3,18,2,2
9,0,0,1,0,1,0,0,0,1,0,0,1,2,7,2,19,0,1
13,0,0,1,0,0,0,1,0,1,0,1,3,6,7,11,19,1,3
15,0,0,1,0,0,0,1,0,1,0,1,0,3,6,17,19,1,0
7,0,0,1,0,1,0,0,0,1,0,2,2,1,6,1,20,2,2
5,0,1,0,0,0,0,1,0,1,0,4,1,5,5,11,20,4,1
3,0,0,1,0,0,0,1,0,1,0,4,1,5,7,13,20,4,1
4,0,0,1,0,0,0,1,0,1,0,1,3,3,8,16,20,1,3
9,0,0,1,0,0,1,0,0,1,0,2,2,2,6,3,21,2,2
7,0,1,0,0,0,0,1,0,1,0,0,2,1,5,13,21,0,2
10,0,1,0,0,0,0,1,0,1,0,4,1,5,4,18,21,4,1
8,0,0,1,0,0,1,0,0,1,0,2,2,1,6,3,22,2,2
11,0,0,1,0,1,0,0,0,1,0,1,2,4,8,2,23,1,2
9,0,1,0,0,0,0,1,0,1,0,0,2,1,5,13,24,0,2
11,0,0,1,0,0,1,0,0,1,0,1,1,4,7,3,25,1,1
8,0,1,0,0,0,0,1,0,1,0,3,2,1,5,10,25,3,2
6,0,1,0,0,0,0,1,0,1,0,4,1,6,5,13,26,4,1
11,0,0,1,0,0,0,1,0,1,0,1,0,4,6,17,28,1,0
1,0,0,1,0,1,0,0,0,1,0,0,1,4,7,2,29,0,1
14,0,0,1,0,0,1,0,0,1,0,0,1,2,8,2,30,0,1
13,0,0,1,0,0,1,0,0,1,0,1,3,6,6,3,30,1,3
1,0,0,1,0,1,0,0,0,1,0,1,2,4,6,2,31,1,2
5,0,1,0,0,0,0,1,0,1,0,1,3,5,4,11,31,1,3
2,0,1,0,0,0,0,1,0,1,0,4,1,3,5,11,32,4,1
14,0,0,1,0,0,0,1,0,1,0,0,2,2,7,13,32,0,2
3,0,0,1,0,1,0,0,0,1,0,0,3,5,6,2,33,0,3
1,0,1,0,0,0,1,0,0,1,0,0,2,4,5,6,33,0,2
13,0,1,0,0,0,0,1,0,1,0,0,2,6,5,13,33,0,2
12,0,1,0,0,0,0,1,0,1,0,1,0,2,4,17,33,1,0
7,0,1,0,0,0,0,1,0,1,0,1,0,1,4,17,34,1,0
3,0,1,0,0,0,1,0,0,1,0,2,2,5,5,3,35,2,2
8,0,1,0,0,0,0,1,0,1,0,0,2,1,4,15,35,0,2
4,0,0,1,0,1,0,0,0,1,0,0,1,3,7,2,36,0,1
15,0,1,0,0,0,1,0,0,1,0,1,3,3,5,3,36,1,3
9,0,1,0,0,1,0,0,0,1,0,0,3,1,4,2,37,0,3
3,0,1,0,0,0,1,0,0,1,0,0,2,5,4,3,38,0,2
4,0,0,1,0,0,0,1,0,1,0,2,2,3,6,7,38,2,2
1,0,1,0,0,1,0,0,0,1,0,2,2,4,4,1,39,2,2
10,0,1,0,0,1,0,0,0,1,0,1,2,5,3,2,39,1,2
6,0,1,0,0,0,1,0,0,1,0,1,3,6,4,3,39,1,3
9,0,1,0,0,0,1,0,0,1,0,1,3,1,3,3,39,1,3
15,0,1,0,0,0,0,1,0,1,0,1,3,3,4,11,39,1,3
1,0,1,0,0,0,1,0,0,1,0,1,3,4,3,3,40,1,3
3,0,1,0,0,0,1,0,0,1,0,2,0,5,3,5,41,2,0
10,0,1,0,0,0,0,1,0,1,0,0,2,5,2,13,41,0,2
5,0,1,0,0,1,0,0,0,1,0,0,1,5,3,2,42,0,1
6,0,1,0,0,0,1,0,0,1,0,2,0,6,3,5,42,2,0
9,0,1,0,0,0,0,1,0,1,0,3,2,1,2,10,42,3,2
1,0,1,0,0,0,1,0,0,1,0,2,0,4,2,5,43,2,0
2,0,1,0,0,0,0,1,0,1,0,3,2,3,4,10,43,3,2
5,0,1,0,0,1,0,0,0,1,0,0,3,5,2,2,44,0,3
14,0,0,1,0,0,1,0,0,1,0,2,0,2,6,5,45,2,0
11,0,1,0,0,0,1,0,0,0,1,0,2,4,5,6,45,0,2
4,0,1,0,0,0,0,1,0,0,1,0,2,3,5,13,45,0,2
3,0,1,0,0,1,0,0,0,0,1,2,2,5,2,2,46,2,2
13,0,1,0,0,0,1,0,0,0,1,2,2,6,4,2,46,2,2
5,1,0,0,0,0,0,1,0,0,1,0,2,5,1,13,46,0,2
6,0,1,0,0,0,0,1,0,0,1,0,2,6,2,15,47,0,2
3,1,0,0,0,0,1,0,0,0,1,1,1,5,1,3,48,1,1
1,1,0,0,0,0,1,0,0,0,1,1,3,4,1,5,48,1,3
13,0,1,0,0,0,1,0,0,0,1,2,0,6,3,5,48,2,0
12,0,1,0,0,0,1,0,0,0,1,1,3,2,3,3,50,1,3
14,0,1,0,0,0,1,0,0,0,1,0,2,2,5,3,50,0,2
8,0,1,0,0,0,0,1,0,0,1,1,3,1,3,11,50,1,3
15,0,1,0,0,0,0,1,0,0,1,0,2,3,3,15,50,0,2
7,0,1,0,0,1,0,0,0,0,1,2,0,1,3,1,51,2,0
11,0,1,0,0,0,1,0,0,0,1,2,0,4,4,5,51,2,0
7,0,1,0,0,0,0,1,0,0,1,2,2,1,2,7,52,2,2
9,1,0,0,0,0,0,1,0,0,1,1,0,1,1,17,52,1,0
2,0,1,0,0,1,0,0,0,0,1,2,0,3,3,1,53,2,0
12,0,1,0,0,1,0,0,0,0,1,1,2,2,2,2,53,1,2
13,0,1,0,0,0,1,0,0,0,1,0,1,6,2,2,53,0,1
14,0,1,0,0,0,0,1,0,0,1,2,2,2,4,7,53,2,2
2,0,1,0,0,0,0,1,0,0,1,1,0,3,2,17,54,1,0
10,1,0,0,0,0,0,1,0,0,1,1,0,5,1,17,54,1,0
12,1,0,0,0,0,1,0,0,0,1,2,2,2,1,3,55,2,2
13,1,0,0,0,0,0,1,0,0,1,3,2,6,1,10,55,3,2
11,0,1,0,0,0,1,0,0,0,1,1,3,4,3,3,56,1,3
4,0,1,0,0,0,1,0,0,0,1,2,2,3,4,3,58,2,2
11,0,1,0,0,1,0,0,0,0,1,0,3,4,2,2,59,0,3
7,1,0,0,0,0,1,0,0,0,1,3,2,1,1,5,59,3,2
14,0,1,0,0,1,0,0,0,0,1,2,0,2,3,1,60,2,0
11,1,0,0,0,1,0,0,0,0,1,2,0,4,1,1,61,2,0
14,0,1,0,0,0,1,0,0,0,1,1,2,2,2,2,61,1,2
8,0,1,0,0,0,0,1,0,0,1,1,0,1,2,17,61,1,0
4,0,1,0,0,0,0,1,0,0,1,4,1,3,3,18,61,4,1
6,1,0,0,0,1,0,0,0,0,1,2,0,6,1,1,62,2,0
14,1,0,0,0,0,0,1,0,0,1,1,3,2,1,11,63,1,3
15,0,1,0,0,0,0,1,0,0,1,0,2,3,2,6,65,0,2
15,1,0,0,0,0,1,0,0,0,1,3,2,3,1,5,71,3,2
2,1,0,0,0,0,0,1,0,0,1,1,3,3,1,18,71,1,3
8,1,0,0,0,1,0,0,0,0,1,0,3,1,1,2,78,0,3
4,0,1,0,0,0,1,0,0,0,1,1,1,3,2,3,79,1,1
4,1,0,0,0,0,1,0,0,0,1,2,0,3,1,5,82,2,0
Job_ID,Operation:First,Operation:Middle,Operation:Later,Operation:Last,ProcessTime:Short,ProcessTime:Middle,ProcessTime:Long,RemainingTime:Short,RemainingTime:Middle,RemainingTime:Long,MachineLoadlight,MachineLoadHeavy,Priority,Operation,ProcessTime,ReaminingTime,MachineLoadLight,MachineLoadHeavy
3,0,0,0,1,1,0,0,1,0,0,2,0,5,10,1,0,2,0
12,0,0,0,1,1,0,0,1,0,0,2,0,2,10,1,0,2,0
15,0,0,0,1,1,0,0,1,0,0,2,2,1,10,1,0,2,2
1,0,0,0,1,1,0,0,1,0,0,0,3,6,10,2,0,0,3
7,0,0,0,1,1,0,0,1,0,0,0,3,3,10,2,0,0,3
6,0,0,0,1,0,1,0,1,0,0,1,1,6,10,3,0,1,1
13,0,0,0,1,0,1,0,1,0,0,2,2,4,10,3,0,2,2
5,0,0,0,1,0,1,0,1,0,0,3,2,2,10,5,0,3,2
8,0,0,0,1,0,1,0,1,0,0,1,1,3,10,5,0,1,1
9,0,0,0,1,0,1,0,1,0,0,1,3,4,10,5,0,1,3
4,0,0,0,1,0,1,0,1,0,0,0,2,1,10,6,0,0,2
10,0,0,0,1,0,0,1,1,0,0,3,2,6,10,10,0,3,2
11,0,0,0,1,0,0,1,1,0,0,4,1,2,10,13,0,4,1
2,0,0,0,1,0,0,1,1,0,0,0,3,5,10,15,0,0,3
14,0,0,0,1,0,0,1,1,0,0,1,0,4,10,17,0,1,0
15,0,0,1,0,0,1,0,1,0,0,2,0,1,9,5,1,2,0
12,0,0,1,0,0,0,1,1,0,0,1,3,2,9,11,1,1,3
3,0,0,1,0,0,0,1,1,0,0,1,0,5,9,17,1,1,0
7,0,0,1,0,0,1,0,1,0,0,2,0,3,9,5,2,2,0
1,0,0,1,0,0,0,1,1,0,0,3,2,6,9,14,2,3,2
6,0,0,1,0,0,1,0,1,0,0,0,2,6,9,3,3,0,2
13,0,0,1,0,0,0,1,1,0,0,0,2,4,9,6,3,0,2
5,0,0,1,0,0,1,0,1,0,0,1,1,2,9,3,5,1,1
8,0,0,1,0,0,1,0,1,0,0,2,0,3,9,5,5,2,0
9,0,0,1,0,0,0,1,1,0,0,4,1,4,9,13,5,4,1
15,0,0,1,0,0,1,0,1,0,0,1,2,1,8,2,6,1,2
6,0,0,1,0,0,1,0,1,0,0,1,3,6,8,5,6,1,3
4,0,0,1,0,0,0,1,1,0,0,1,0,1,9,17,6,1,0
7,0,0,1,0,0,0,1,1,0,0,4,1,3,8,11,7,4,1
5,0,0,1,0,0,1,0,1,0,0,0,2,2,8,3,8,0,2
15,0,0,1,0,0,0,1,1,0,0,4,1,1,7,13,8,4,1
13,0,0,1,0,0,0,1,1,0,0,4,1,4,8,18,9,4,1
8,0,0,1,0,1,0,0,1,0,0,2,0,3,8,1,10,2,0
10,0,0,1,0,0,1,0,1,0,0,1,3,6,9,3,10,1,3
5,0,0,1,0,1,0,0,1,0,0,1,2,2,7,2,11,1,2
6,0,0,1,0,0,1,0,1,0,0,2,2,6,7,3,11,2,2
8,0,0,1,0,0,0,1,1,0,0,4,1,3,7,13,11,4,1
12,0,0,1,0,0,1,0,1,0,0,1,1,2,8,5,12,1,1
5,0,0,1,0,1,0,0,1,0,0,2,2,2,6,1,13,2,2
11,0,0,1,0,0,0,1,1,0,0,3,2,2,9,10,13,3,2
10,0,0,1,0,0,0,1,1,0,0,0,3,6,8,19,13,0,3
6,0,0,1,0,0,0,1,1,0,0,3,2,6,6,10,14,3,2
5,0,1,0,0,0,0,1,1,0,0,4,1,2,5,11,14,4,1
2,0,0,1,0,0,1,0,1,0,0,2,2,5,9,3,15,2,2
1,0,0,1,0,0,0,1,1,0,0,1,0,6,8,17,16,1,0
12,0,0,1,0,0,1,0,1,0,0,0,1,2,7,2,17,0,1
14,0,0,1,0,0,0,1,1,0,0,4,1,4,9,18,17,4,1
2,0,0,1,0,1,0,0,1,0,0,2,2,5,8,1,18,2,2
9,0,0,1,0,1,0,0,1,0,0,2,0,4,8,1,18,2,0
3,0,0,1,0,1,0,0,1,0,0,1,2,5,8,2,18,1,2
7,0,0,1,0,1,0,0,1,0,0,0,1,3,7,2,18,0,1
9,0,0,1,0,1,0,0,1,0,0,0,1,4,7,2,19,0,1
12,0,0,1,0,0,1,0,1,0,0,0,3,2,6,2,19,0,3
2,0,0,1,0,0,0,1,1,0,0,1,3,5,7,11,19,1,3
7,0,0,1,0,1,0,0,0,1,0,2,2,3,6,1,20,2,2
3,0,0,1,0,0,0,1,0,1,0,4,1,5,7,11,20,4,1
9,0,0,1,0,0,1,0,0,1,0,2,2,4,6,3,21,2,2
7,0,1,0,0,0,0,1,0,1,0,0,2,3,5,13,21,0,2
12,0,1,0,0,0,0,1,0,1,0,4,1,2,5,13,21,4,1
15,0,0,1,0,0,0,1,0,1,0,1,0,1,6,17,21,1,0
11,0,0,1,0,0,1,0,0,1,0,1,2,2,8,5,23,1,2
4,0,0,1,0,0,0,1,0,1,0,1,3,1,8,11,23,1,3
8,0,0,1,0,0,1,0,0,1,0,2,2,3,6,3,24,2,2
9,0,1,0,0,0,0,1,0,1,0,0,2,4,5,15,24,0,2
6,0,1,0,0,0,0,1,0,1,0,4,1,6,5,18,24,4,1
5,0,1,0,0,0,1,0,0,1,0,1,3,2,4,5,25,1,3
13,0,0,1,0,0,1,0,0,1,0,1,3,4,7,5,27,1,3
8,0,1,0,0,0,0,1,0,1,0,3,2,3,5,10,27,3,2
11,0,0,1,0,0,1,0,0,1,0,1,1,2,7,3,28,1,1
5,0,1,0,0,1,0,0,0,1,0,0,1,2,3,2,30,0,1
2,0,0,1,0,0,0,1,0,1,0,0,2,5,6,15,30,0,2
3,0,0,1,0,1,0,0,0,1,0,0,3,5,6,2,31,0,3
11,0,0,1,0,0,0,1,0,1,0,1,0,2,6,17,31,1,0
5,0,1,0,0,1,0,0,0,1,0,0,3,2,2,2,32,0,3
10,0,0,1,0,0,1,0,0,1,0,0,2,6,7,6,32,0,2
13,0,0,1,0,0,0,1,0,1,0,1,3,4,6,16,32,1,3
1,0,0,1,0,1,0,0,0,1,0,0,1,6,7,2,33,0,1
3,0,1,0,0,0,1,0,0,1,0,2,2,5,5,3,33,2,2
4,0,0,1,0,1,0,0,0,1,0,0,1,1,7,2,34,0,1
5,1,0,0,0,0,0,1,0,1,0,0,2,2,1,13,34,0,2
7,0,1,0,0,0,0,1,0,1,0,1,0,3,4,17,34,1,0
12,0,1,0,0,0,0,1,0,1,0,1,0,2,4,17,34,1,0
1,0,0,1,0,1,0,0,0,1,0,1,2,6,6,2,35,1,2
14,0,0,1,0,0,1,0,0,1,0,0,1,4,8,2,35,0,1
3,0,1,0,0,0,1,0,0,1,0,0,2,5,4,3,36,0,2
4,0,0,1,0,0,0,1,0,1,0,2,2,1,6,7,36,2,2
1,0,1,0,0,0,1,0,0,1,0,0,2,6,5,6,37,0,2
14,0,0,1,0,0,0,1,0,1,0,0,2,4,7,13,37,0,2
8,0,1,0,0,0,0,1,0,1,0,0,2,3,4,15,37,0,2
10,0,0,1,0,0,1,0,0,1,0,2,0,6,6,5,38,2,0
15,0,1,0,0,0,0,1,0,1,0,1,3,1,5,11,38,1,3
9,0,1,0,0,1,0,0,0,1,0,0,3,4,4,2,39,0,3
3,0,1,0,0,0,1,0,0,1,0,2,0,5,3,5,39,2,0
9,0,1,0,0,0,1,0,0,1,0,1,3,4,3,3,41,1,3
6,0,1,0,0,0,1,0,0,1,0,1,3,6,4,3,42,1,3
1,0,1,0,0,1,0,0,0,1,0,2,2,6,4,1,43,2,2
10,0,1,0,0,0,1,0,0,1,0,2,2,5,5,3,43,2,2
4,0,1,0,0,0,0,1,0,1,0,0,2,1,5,13,43,0,2
3,0,1,0,0,1,0,0,0,1,0,2,2,5,2,1,44,2,2
1,0,1,0,0,0,1,0,0,1,0,1,3,6,3,3,44,1,3
9,0,1,0,0,0,1,0,0,1,0,3,2,4,2,5,44,3,2
3,1,0,0,0,0,1,0,0,1,0,1,1,5,1,5,45,1,1
6,0,1,0,0,0,1,0,0,1,0,2,0,6,3,5,45,2,0
2,0,1,0,0,0,0,1,0,1,0,4,1,5,5,13,45,4,1
10,0,1,0,0,0,0,1,0,1,0,4,1,5,4,18,46,4,1
1,0,1,0,0,0,1,0,0,1,0,2,0,6,2,5,47,2,0
